ENTREZ_GENE_ID	Name	Species
539	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit(ATP5O)	Homo sapiens
8732	RNA guanylyltransferase and 5'-phosphatase(RNGTT)	Homo sapiens
90655	TGFB induced factor homeobox 2 like, Y-linked(TGIF2LY)	Homo sapiens
8736	myomesin 1(MYOM1)	Homo sapiens
8737	receptor interacting serine/threonine kinase 1(RIPK1)	Homo sapiens
131616	transmembrane protein 42(TMEM42)	Homo sapiens
8738	CASP2 and RIPK1 domain containing adaptor with death domain(CRADD)	Homo sapiens
8740	tumor necrosis factor superfamily member 14(TNFSF14)	Homo sapiens
8742	tumor necrosis factor superfamily member 12(TNFSF12)	Homo sapiens
8747	ADAM metallopeptidase domain 21(ADAM21)	Homo sapiens
8751	ADAM metallopeptidase domain 15(ADAM15)	Homo sapiens
563	alpha-2-glycoprotein 1, zinc-binding(AZGP1)	Homo sapiens
90678	leucine rich repeat and sterile alpha motif containing 1(LRSAM1)	Homo sapiens
246329	SH3 and cysteine rich domain 3(STAC3)	Homo sapiens
572	BCL2 associated agonist of cell death(BAD)	Homo sapiens
573	BCL2 associated athanogene 1(BAG1)	Homo sapiens
574	B melanoma antigen(BAGE)	Homo sapiens
8767	receptor interacting serine/threonine kinase 2(RIPK2)	Homo sapiens
115265	DNA damage inducible transcript 4 like(DDIT4L)	Homo sapiens
578	BCL2 antagonist/killer 1(BAK1)	Homo sapiens
579	NK3 homeobox 2(NKX3-2)	Homo sapiens
8772	Fas associated via death domain(FADD)	Homo sapiens
580	BRCA1 associated RING domain 1(BARD1)	Homo sapiens
8773	synaptosome associated protein 23(SNAP23)	Homo sapiens
581	BCL2 associated X, apoptosis regulator(BAX)	Homo sapiens
583	Bardet-Biedl syndrome 2(BBS2)	Homo sapiens
8778	sialic acid binding Ig like lectin 5(SIGLEC5)	Homo sapiens
401994	olfactory receptor family 14 subfamily I member 1(OR14I1)	Homo sapiens
8784	TNF receptor superfamily member 18(TNFRSF18)	Homo sapiens
8785	matrilin 4(MATN4)	Homo sapiens
596	BCL2, apoptosis regulator(BCL2)	Homo sapiens
8789	fructose-bisphosphatase 2(FBP2)	Homo sapiens
597	BCL2 related protein A1(BCL2A1)	Homo sapiens
598	BCL2 like 1(BCL2L1)	Homo sapiens
344658	sterile alpha motif domain containing 7(SAMD7)	Homo sapiens
599	BCL2 like 2(BCL2L2)	Homo sapiens
221786	family with sequence similarity 200 member A(FAM200A)	Homo sapiens
8794	TNF receptor superfamily member 10c(TNFRSF10C)	Homo sapiens
221785	zinc finger and SCAN domain containing 25(ZSCAN25)	Homo sapiens
115290	F-box protein 17(FBXO17)	Homo sapiens
8796	sciellin(SCEL)	Homo sapiens
604	B-cell CLL/lymphoma 6(BCL6)	Homo sapiens
605	BCL tumor suppressor 7A(BCL7A)	Homo sapiens
8803	succinate-CoA ligase ADP-forming beta subunit(SUCLA2)	Homo sapiens
8812	cyclin K(CCNK)	Homo sapiens
8813	dolichyl-phosphate mannosyltransferase subunit 1, catalytic(DPM1)	Homo sapiens
8815	barrier to autointegration factor 1(BANF1)	Homo sapiens
90737	PAGE family member 5(PAGE5)	Homo sapiens
627	brain derived neurotrophic factor(BDNF)	Homo sapiens
8822	fibroblast growth factor 17(FGF17)	Homo sapiens
8823	fibroblast growth factor 16(FGF16)	Homo sapiens
631	beaded filament structural protein 1(BFSP1)	Homo sapiens
8825	lin-7 homolog A, crumbs cell polarity complex component(LIN7A)	Homo sapiens
8826	IQ motif containing GTPase activating protein 1(IQGAP1)	Homo sapiens
638	BCL2 interacting killer(BIK)	Homo sapiens
8831	synaptic Ras GTPase activating protein 1(SYNGAP1)	Homo sapiens
640	BLK proto-oncogene, Src family tyrosine kinase(BLK)	Homo sapiens
8834	transmembrane protein 11(TMEM11)	Homo sapiens
642	bleomycin hydrolase(BLMH)	Homo sapiens
8837	CASP8 and FADD like apoptosis regulator(CFLAR)	Homo sapiens
148103	zinc finger protein 599(ZNF599)	Homo sapiens
8840	WNT1 inducible signaling pathway protein 1(WISP1)	Homo sapiens
653	bone morphogenetic protein 5(BMP5)	Homo sapiens
8847	deleted in lymphocytic leukemia 2 (non-protein coding)(DLEU2)	Homo sapiens
655	bone morphogenetic protein 7(BMP7)	Homo sapiens
8848	TSC22 domain family member 1(TSC22D1)	Homo sapiens
660	BMX non-receptor tyrosine kinase(BMX)	Homo sapiens
662	BCL2 interacting protein 1(BNIP1)	Homo sapiens
663	BCL2 interacting protein 2(BNIP2)	Homo sapiens
664	BCL2 interacting protein 3(BNIP3)	Homo sapiens
665	BCL2 interacting protein 3 like(BNIP3L)	Homo sapiens
8858	protein Z, vitamin K dependent plasma glycoprotein(PROZ)	Homo sapiens
8859	serine/threonine kinase 19(STK19)	Homo sapiens
8861	LIM domain binding 1(LDB1)	Homo sapiens
8862	apelin(APLN)	Homo sapiens
8864	period circadian clock 2(PER2)	Homo sapiens
8870	immediate early response 3(IER3)	Homo sapiens
148137	proline and serine rich 3(PROSER3)	Homo sapiens
685	betacellulin(BTC)	Homo sapiens
8878	sequestosome 1(SQSTM1)	Homo sapiens
90799	centrosomal protein 95(CEP95)	Homo sapiens
8880	far upstream element binding protein 1(FUBP1)	Homo sapiens
8881	cell division cycle 16(CDC16)	Homo sapiens
689	basic transcription factor 3(BTF3)	Homo sapiens
8887	Tax1 binding protein 1(TAX1BP1)	Homo sapiens
696	butyrophilin subfamily 1 member A1(BTN1A1)	Homo sapiens
8890	eukaryotic translation initiation factor 2B subunit delta(EIF2B4)	Homo sapiens
699	BUB1 mitotic checkpoint serine/threonine kinase(BUB1)	Homo sapiens
8892	eukaryotic translation initiation factor 2B subunit beta(EIF2B2)	Homo sapiens
8893	eukaryotic translation initiation factor 2B subunit epsilon(EIF2B5)	Homo sapiens
8896	BUD31 homolog(BUD31)	Homo sapiens
8897	myotubularin related protein 3(MTMR3)	Homo sapiens
705	bystin like(BYSL)	Homo sapiens
706	translocator protein(TSPO)	Homo sapiens
402117	von Willebrand factor C domain containing protein 2-like(VWC2L)	Homo sapiens
123591	transmembrane protein 266(TMEM266)	Homo sapiens
8904	copine 1(CPNE1)	Homo sapiens
712	complement C1q A chain(C1QA)	Homo sapiens
8905	adaptor related protein complex 1 sigma 2 subunit(AP1S2)	Homo sapiens
197322	acyl-CoA synthetase family member 3(ACSF3)	Homo sapiens
713	complement C1q B chain(C1QB)	Homo sapiens
8906	adaptor related protein complex 1 gamma 2 subunit(AP1G2)	Homo sapiens
90827	zinc finger protein 479(ZNF479)	Homo sapiens
714	complement C1q C chain(C1QC)	Homo sapiens
8907	adaptor related protein complex 1 mu 1 subunit(AP1M1)	Homo sapiens
717	complement C2(C2)	Homo sapiens
718	complement C3(C3)	Homo sapiens
402135	olfactory receptor family 5 subfamily K member 2(OR5K2)	Homo sapiens
8915	B-cell CLL/lymphoma 10(BCL10)	Homo sapiens
727	complement C5(C5)	Homo sapiens
115416	mitochondrial assembly of ribosomal large subunit 1(MALSU1)	Homo sapiens
197342	essential meiotic structure-specific endonuclease subunit 2(EME2)	Homo sapiens
733	complement C8 gamma chain(C8G)	Homo sapiens
8928	forkhead box H1(FOXH1)	Homo sapiens
8932	methyl-CpG binding domain protein 2(MBD2)	Homo sapiens
148198	zinc finger protein 98(ZNF98)	Homo sapiens
8933	family with sequence similarity 127 member A(FAM127A)	Homo sapiens
741	zinc finger HIT-type containing 2(ZNHIT2)	Homo sapiens
8934	RAB29, member RAS oncogene family(RAB29)	Homo sapiens
8936	WAS protein family member 1(WASF1)	Homo sapiens
744	metallophosphoesterase domain containing 2(MPPED2)	Homo sapiens
746	transmembrane protein 258(TMEM258)	Homo sapiens
8939	far upstream element binding protein 3(FUBP3)	Homo sapiens
8940	topoisomerase (DNA) III beta(TOP3B)	Homo sapiens
90861	hematological and neurological expressed 1 like(HN1L)	Homo sapiens
8942	kynureninase(KYNU)	Homo sapiens
750	GAS8 antisense RNA 1(GAS8-AS1)	Homo sapiens
8945	beta-transducin repeat containing E3 ubiquitin protein ligase(BTRC)	Homo sapiens
90864	splA/ryanodine receptor domain and SOCS box containing 3(SPSB3)	Homo sapiens
164592	coiled-coil domain containing 116(CCDC116)	Homo sapiens
754	pituitary tumor-transforming 1 interacting protein(PTTG1IP)	Homo sapiens
755	chromosome 21 open reading frame 2(C21orf2)	Homo sapiens
757	transmembrane protein 50B(TMEM50B)	Homo sapiens
758	metallophosphoesterase domain containing 1(MPPED1)	Homo sapiens
761	carbonic anhydrase 3(CA3)	Homo sapiens
90874	zinc finger protein 697(ZNF697)	Homo sapiens
148223	chromosome 19 open reading frame 25(C19orf25)	Homo sapiens
767	carbonic anhydrase 8(CA8)	Homo sapiens
221955	diacylglycerol lipase beta(DAGLB)	Homo sapiens
768	carbonic anhydrase 9(CA9)	Homo sapiens
402176	ribosomal protein L21 pseudogene 44(RPL21P44)	Homo sapiens
492303	gem nuclear organelle associated protein 8 pseudogene 4(GEMIN8P4)	Homo sapiens
779	calcium voltage-gated channel subunit alpha1 S(CACNA1S)	Homo sapiens
780	discoidin domain receptor tyrosine kinase 1(DDR1)	Homo sapiens
729862	lymphocyte-specific protein 1 pseudogene 3(LSP1P3)	Homo sapiens
8975	ubiquitin specific peptidase 13 (isopeptidase T-3)(USP13)	Homo sapiens
783	calcium voltage-gated channel auxiliary subunit beta 2(CACNB2)	Homo sapiens
8976	Wiskott-Aldrich syndrome like(WASL)	Homo sapiens
784	calcium voltage-gated channel auxiliary subunit beta 3(CACNB3)	Homo sapiens
541465	cancer/testis antigen family 45 member A6(CT45A6)	Homo sapiens
785	calcium voltage-gated channel auxiliary subunit beta 4(CACNB4)	Homo sapiens
786	calcium voltage-gated channel auxiliary subunit gamma 1(CACNG1)	Homo sapiens
541468	leucine rich adaptor protein 1(LURAP1)	Homo sapiens
541471	MIR4435-2 host gene(MIR4435-2HG)	Homo sapiens
8985	procollagen-lysine,2-oxoglutarate 5-dioxygenase 3(PLOD3)	Homo sapiens
197407	zinc finger protein 48(ZNF48)	Homo sapiens
148252	DIRAS family GTPase 1(DIRAS1)	Homo sapiens
8991	selenium binding protein 1(SELENBP1)	Homo sapiens
801	calmodulin 1(CALM1)	Homo sapiens
8996	nucleolar protein 3(NOL3)	Homo sapiens
805	calmodulin 2(CALM2)	Homo sapiens
148266	zinc finger protein 569(ZNF569)	Homo sapiens
808	calmodulin 3(CALM3)	Homo sapiens
9001	huntingtin associated protein 1(HAP1)	Homo sapiens
123688	hydroxylysine kinase(HYKK)	Homo sapiens
58155	polypyrimidine tract binding protein 2(PTBP2)	Homo sapiens
811	calreticulin(CALR)	Homo sapiens
58157	neuroglobin(NGB)	Homo sapiens
815	calcium/calmodulin dependent protein kinase II alpha(CAMK2A)	Homo sapiens
816	calcium/calmodulin dependent protein kinase II beta(CAMK2B)	Homo sapiens
817	calcium/calmodulin dependent protein kinase II delta(CAMK2D)	Homo sapiens
818	calcium/calmodulin dependent protein kinase II gamma(CAMK2G)	Homo sapiens
819	calcium modulating ligand(CAMLG)	Homo sapiens
90933	tripartite motif containing 41(TRIM41)	Homo sapiens
9014	TATA-box binding protein associated factor, RNA polymerase I subunit B(TAF1B)	Homo sapiens
254778	chromosome 8 open reading frame 46(C8orf46)	Homo sapiens
344892	receptor transporter protein 2(RTP2)	Homo sapiens
825	calpain 3(CAPN3)	Homo sapiens
9019	myelin protein zero like 1(MPZL1)	Homo sapiens
148281	synaptotagmin 6(SYT6)	Homo sapiens
827	calpain 6(CAPN6)	Homo sapiens
9020	mitogen-activated protein kinase kinase kinase 14(MAP3K14)	Homo sapiens
9021	suppressor of cytokine signaling 3(SOCS3)	Homo sapiens
9025	ring finger protein 8(RNF8)	Homo sapiens
9026	huntingtin interacting protein 1 related(HIP1R)	Homo sapiens
834	caspase 1(CASP1)	Homo sapiens
835	caspase 2(CASP2)	Homo sapiens
9028	rhomboid like 1(RHBDL1)	Homo sapiens
839	caspase 6(CASP6)	Homo sapiens
377677	carbonic anhydrase 13(CA13)	Homo sapiens
840	caspase 7(CASP7)	Homo sapiens
842	caspase 9(CASP9)	Homo sapiens
123722	fibronectin type III and SPRY domain containing 2(FSD2)	Homo sapiens
90957	DExH-box helicase 57(DHX57)	Homo sapiens
58190	CTD small phosphatase 1(CTDSP1)	Homo sapiens
58191	C-X-C motif chemokine ligand 16(CXCL16)	Homo sapiens
9039	ubiquitin like modifier activating enzyme 3(UBA3)	Homo sapiens
148304	chromosome 1 open reading frame 74(C1orf74)	Homo sapiens
353116	Rab interacting lysosomal protein like 1(RILPL1)	Homo sapiens
9051	proline-serine-threonine phosphatase interacting protein 1(PSTPIP1)	Homo sapiens
861	runt related transcription factor 1(RUNX1)	Homo sapiens
862	RUNX1 translocation partner 1(RUNX1T1)	Homo sapiens
863	CBFA2/RUNX1 translocation partner 3(CBFA2T3)	Homo sapiens
864	runt related transcription factor 3(RUNX3)	Homo sapiens
865	core-binding factor beta subunit(CBFB)	Homo sapiens
9060	3'-phosphoadenosine 5'-phosphosulfate synthase 2(PAPSS2)	Homo sapiens
868	Cbl proto-oncogene B(CBLB)	Homo sapiens
9063	protein inhibitor of activated STAT 2(PIAS2)	Homo sapiens
353133	late cornified envelope 1C(LCE1C)	Homo sapiens
254827	N-acetylated alpha-linked acidic dipeptidase like 2(NAALADL2)	Homo sapiens
353132	late cornified envelope 1B(LCE1B)	Homo sapiens
353135	late cornified envelope 1E(LCE1E)	Homo sapiens
874	carbonyl reductase 3(CBR3)	Homo sapiens
353134	late cornified envelope 1D(LCE1D)	Homo sapiens
353131	late cornified envelope 1A(LCE1A)	Homo sapiens
9070	ASH2 like histone lysine methyltransferase complex subunit(ASH2L)	Homo sapiens
353141	late cornified envelope 2D(LCE2D)	Homo sapiens
90993	cAMP responsive element binding protein 3 like 1(CREB3L1)	Homo sapiens
353140	late cornified envelope 2C(LCE2C)	Homo sapiens
9073	claudin 8(CLDN8)	Homo sapiens
353143	late cornified envelope 3B(LCE3B)	Homo sapiens
353142	late cornified envelope 3A(LCE3A)	Homo sapiens
9075	claudin 2(CLDN2)	Homo sapiens
353137	late cornified envelope 1F(LCE1F)	Homo sapiens
9077	DIRAS family GTPase 3(DIRAS3)	Homo sapiens
115572	family with sequence similarity 46 member B(FAM46B)	Homo sapiens
885	cholecystokinin(CCK)	Homo sapiens
353139	late cornified envelope 2A(LCE2A)	Homo sapiens
9079	LIM domain binding 2(LDB2)	Homo sapiens
887	cholecystokinin B receptor(CCKBR)	Homo sapiens
353145	late cornified envelope 3E(LCE3E)	Homo sapiens
892	cyclin C(CCNC)	Homo sapiens
353144	late cornified envelope 3C(LCE3C)	Homo sapiens
894	cyclin D2(CCND2)	Homo sapiens
9088	protein kinase, membrane associated tyrosine/threonine 1(PKMYT1)	Homo sapiens
896	cyclin D3(CCND3)	Homo sapiens
91010	formin like 3(FMNL3)	Homo sapiens
9092	squamous cell carcinoma antigen recognized by T-cells 1(SART1)	Homo sapiens
900	cyclin G1(CCNG1)	Homo sapiens
9093	DnaJ heat shock protein family (Hsp40) member A3(DNAJA3)	Homo sapiens
9094	unc-119 lipid binding chaperone(UNC119)	Homo sapiens
902	cyclin H(CCNH)	Homo sapiens
9095	T-box 19(TBX19)	Homo sapiens
9096	T-box 18(TBX18)	Homo sapiens
9098	ubiquitin specific peptidase 6(USP6)	Homo sapiens
9099	ubiquitin specific peptidase 2(USP2)	Homo sapiens
9100	ubiquitin specific peptidase 10(USP10)	Homo sapiens
729991	BLOC-1 related complex subunit 8(BORCS8)	Homo sapiens
9108	myotubularin related protein 7(MTMR7)	Homo sapiens
9111	N-myc and STAT interactor(NMI)	Homo sapiens
9112	metastasis associated 1(MTA1)	Homo sapiens
123803	N-terminal asparagine amidase(NTAN1)	Homo sapiens
9119	keratin 75(KRT75)	Homo sapiens
9123	solute carrier family 16 member 3(SLC16A3)	Homo sapiens
254887	zinc finger DHHC-type containing 23(ZDHHC23)	Homo sapiens
9129	pre-mRNA processing factor 3(PRPF3)	Homo sapiens
939	CD27 molecule(CD27)	Homo sapiens
148398	sterile alpha motif domain containing 11(SAMD11)	Homo sapiens
9135	rabaptin, RAB GTPase binding effector protein 1(RABEP1)	Homo sapiens
945	CD33 molecule(CD33)	Homo sapiens
946	sialic acid binding Ig like lectin 6(SIGLEC6)	Homo sapiens
9139	CBFA2/RUNX1 translocation partner 2(CBFA2T2)	Homo sapiens
9140	autophagy related 12(ATG12)	Homo sapiens
9141	programmed cell death 5(PDCD5)	Homo sapiens
9145	synaptogyrin 1(SYNGR1)	Homo sapiens
9146	hepatocyte growth factor-regulated tyrosine kinase substrate(HGS)	Homo sapiens
956	ectonucleoside triphosphate diphosphohydrolase 3(ENTPD3)	Homo sapiens
254910	late cornified envelope 5A(LCE5A)	Homo sapiens
9149	dual specificity tyrosine phosphorylation regulated kinase 1B(DYRK1B)	Homo sapiens
958	CD40 molecule(CD40)	Homo sapiens
148413	uncharacterized LOC148413(LOC148413)	Homo sapiens
9153	solute carrier family 28 member 2(SLC28A2)	Homo sapiens
963	CD53 molecule(CD53)	Homo sapiens
969	CD69 molecule(CD69)	Homo sapiens
402381	spermatogenesis and oogenesis specific basic helix-loop-helix 1(SOHLH1)	Homo sapiens
971	CD72 molecule(CD72)	Homo sapiens
972	CD74 molecule(CD74)	Homo sapiens
973	CD79a molecule(CD79A)	Homo sapiens
975	CD81 molecule(CD81)	Homo sapiens
977	CD151 molecule (Raph blood group)(CD151)	Homo sapiens
978	cytidine deaminase(CDA)	Homo sapiens
353238	peptidyl arginine deiminase 6(PADI6)	Homo sapiens
222166	maturin, neural progenitor differentiation regulator homolog(MTURN)	Homo sapiens
9179	adaptor related protein complex 4 mu 1 subunit(AP4M1)	Homo sapiens
9180	oncostatin M receptor(OSMR)	Homo sapiens
115677	nitric oxide synthase trafficking(NOSTRIN)	Homo sapiens
988	cell division cycle 5 like(CDC5L)	Homo sapiens
9181	Rho/Rac guanine nucleotide exchange factor 2(ARHGEF2)	Homo sapiens
140258	keratin associated protein 13-1(KRTAP13-1)	Homo sapiens
91107	tripartite motif containing 47(TRIM47)	Homo sapiens
994	cell division cycle 25B(CDC25B)	Homo sapiens
254950	keratin associated protein 15-1(KRTAP15-1)	Homo sapiens
9189	zinc finger BED-type containing 1(ZBED1)	Homo sapiens
997	cell division cycle 34(CDC34)	Homo sapiens
998	cell division cycle 42(CDC42)	Homo sapiens
9196	potassium voltage-gated channel subfamily A regulatory beta subunit 3(KCNAB3)	Homo sapiens
254958	REX1, RNA exonuclease 1 homolog-like 1, pseudogene(REXO1L1P)	Homo sapiens
9200	3-hydroxyacyl-CoA dehydratase 1(HACD1)	Homo sapiens
9201	doublecortin like kinase 1(DCLK1)	Homo sapiens
1013	cadherin 15(CDH15)	Homo sapiens
115703	Rho GTPase activating protein 33(ARHGAP33)	Homo sapiens
1015	cadherin 17(CDH17)	Homo sapiens
115704	ecotropic viral integration site 5 like(EVI5L)	Homo sapiens
1018	cyclin dependent kinase 3(CDK3)	Homo sapiens
1019	cyclin dependent kinase 4(CDK4)	Homo sapiens
91133	l(3)mbt-like 4 (Drosophila)(L3MBTL4)	Homo sapiens
1020	cyclin dependent kinase 5(CDK5)	Homo sapiens
1021	cyclin dependent kinase 6(CDK6)	Homo sapiens
91137	solute carrier family 25 member 46(SLC25A46)	Homo sapiens
9217	VAMP associated protein B and C(VAPB)	Homo sapiens
1025	cyclin dependent kinase 9(CDK9)	Homo sapiens
9218	VAMP associated protein A(VAPA)	Homo sapiens
1026	cyclin dependent kinase inhibitor 1A(CDKN1A)	Homo sapiens
1027	cyclin dependent kinase inhibitor 1B(CDKN1B)	Homo sapiens
1030	cyclin dependent kinase inhibitor 2B(CDKN2B)	Homo sapiens
9223	membrane associated guanylate kinase, WW and PDZ domain containing 1(MAGI1)	Homo sapiens
1031	cyclin dependent kinase inhibitor 2C(CDKN2C)	Homo sapiens
1032	cyclin dependent kinase inhibitor 2D(CDKN2D)	Homo sapiens
730112	family with sequence similarity 166 member B(FAM166B)	Homo sapiens
9228	DLG associated protein 2(DLGAP2)	Homo sapiens
353288	keratin 26(KRT26)	Homo sapiens
9229	DLG associated protein 1(DLGAP1)	Homo sapiens
9230	RAB11B, member RAS oncogene family(RAB11B)	Homo sapiens
1038	cerebellar degeneration related protein 1(CDR1)	Homo sapiens
1039	cerebellar degeneration related protein 2(CDR2)	Homo sapiens
123920	CKLF like MARVEL transmembrane domain containing 3(CMTM3)	Homo sapiens
1041	corneodesmosin(CDSN)	Homo sapiens
1043	CD52 molecule(CD52)	Homo sapiens
91156	immunoglobulin-like and fibronectin type III domain containing 1(IGFN1)	Homo sapiens
1045	caudal type homeobox 2(CDX2)	Homo sapiens
9238	transforming growth factor beta regulator 4(TBRG4)	Homo sapiens
1046	caudal type homeobox 4(CDX4)	Homo sapiens
9240	paraneoplastic Ma antigen 1(PNMA1)	Homo sapiens
9242	musculin(MSC)	Homo sapiens
9246	ubiquitin conjugating enzyme E2 L6(UBE2L6)	Homo sapiens
1054	CCAAT/enhancer binding protein gamma(CEBPG)	Homo sapiens
9247	glial cells missing homolog 2(GCM2)	Homo sapiens
9253	NUMB like, endocytic adaptor protein(NUMBL)	Homo sapiens
205860	tripartite motif family like 2(TRIML2)	Homo sapiens
9255	aminoacyl tRNA synthetase complex interacting multifunctional protein 1(AIMP1)	Homo sapiens
1066	carboxylesterase 1(CES1)	Homo sapiens
9260	PDZ and LIM domain 7(PDLIM7)	Homo sapiens
222255	ataxin 7 like 1(ATXN7L1)	Homo sapiens
1068	centrin 1(CETN1)	Homo sapiens
1069	centrin 2(CETN2)	Homo sapiens
353323	keratin associated protein 12-2(KRTAP12-2)	Homo sapiens
